,0
0,royaume
1,enchanté
2,forteresse
3,princesse
4,tour
5,peur
6,joint
7,alcool
8,sentiment
9,amoureuse
10,jalousie
11,histoire
12,soeurs
13,passé
14,héritage
15,héritage
16,colère
17,heureusement
18,exemples
19,font
20,réfléchir
21,royaume
22,imaginaire
23,enchanté
24,féérique
25,joie
26,envolée
27,lyrique
28,chant
29,chorale
30,féministe
31,féminisme
32,volonté
33,engagement
34,royaume
35,incas
36,histoire
37,historique
38,père
39,école
40,collège
41,lycée
42,domination
43,étude
44,prépa
45,préparation
46,tristesse
47,déception
48,déprimée
49,beaucoup
50,pleurs
51,copine
52,déprimée
53,heureuse
54,être
55,architecture
56,difficile
57,royaume
58,partir
59,loin
60,imaginaire
61,haut
62,colline
63,forteresse
64,cachée
65,milieu
