,0
0,angleterre
1,france
2,monarchie
3,roi
4,reine
5,reine
6,mère
7,petit
8,chien
9,prince
10,galles
11,diana
12,royaume
13,cieux
14,promesse
15,religoon
16,après
17,mort
18,royaume
19,terre
20,jardin
21,équilibre
22,identité
23,sourd
24,pied
25,bot
26,aveugle
27,insensible
28,intouchable
29,inde
30,caste
31,esclavage
32,napoléon
33,corte
34,danemark
35,norvège
36,suède
37,pays-bas
38,andorre
39,monaco
40,royauté
41,mousquetaire
42,église
43,moyen
44,âge
45,contemporain
46,jours
47,hier
48,demain
49,aujourd'hui
50,passé
51,futur
