,0
0,courage
1,force
2,personnalité
3,joyeux
4,malheureux
5,sourire
6,dents
7,lunettes
8,visage
9,cheveux
10,long
11,bruns
12,grand
13,petit
14,oreille
15,nez
16,bouche
17,lèvres
18,main
19,pied
20,genou
21,jambes
22,ventre
23,poitrine
24,corset
25,robe
26,louis
27,xvi
28,roi
29,soleil
30,versailles
31,monarchie
32,marie
33,antoinette
34,louis
35,xvi
36,bastille
37,république
38,démocratie
39,prison
40,télévision
41,lit
42,lavabo
43,toilette
44,barreaux
45,gardiens
46,grillage
47,vache
48,mouton
49,chien
50,berger
51,alpes
52,montagnes
53,ski
54,télécabine
55,téléski
56,pistes
57,vert
58,bleu
59,rouge
60,couleur
