,0
0,château
1,prince
2,roi
3,princesse
4,château
5,fort
6,pont-levis
7,chevaux
8,donjon
9,règne
10,peuple
11,armure
12,beau
13,costume
14,belle
15,robe
16,roi
17,princesse
18,chevalier
19,grande
20,pièce
21,château
22,grande
23,pièce
24,royaume
25,château
26,guerre
27,intrus
28,garder
29,son
30,royaume
31,richesse
32,grand
33,repas
34,fête
35,grand
36,village
37,beaucoup
38,professions
39,différentes
40,animaux
41,chevaux
42,ferme
43,musique
44,fête
45,grande
46,salle
47,manger
48,grand
49,repas
50,beaucoup
51,monde
