,0
0,royaume
1,roi
2,reine
3,prince
4,princesse
5,motordu
6,livre
7,enfant
8,conte
9,petit
10,prince
11,aviateur
12,hydravion
13,ulm
14,parapente
15,parachute
16,nuage
17,vide
18,saut
19,plongée
20,poisson
21,laine
22,dauphin
23,otarie
24,banquise
25,réchauffement
26,climatique
27,écologie
28,diesel
29,pétrole
30,pollution
31,gaz
32,charbon
33,éolienne
34,panneau
35,solaire
36,désert
37,pipeline
38,oasis
39,chameau
40,dromadaire
41,lunettes
42,soleil
43,piscine
44,maillot
45,bain
46,mer
47,plage
48,vélo
49,voiture
50,bus
51,ascenseur
52,escalier
53,toit
54,maison
55,immeuble
56,police
57,gendarme
58,ministre
59,avocat
60,juge
61,maire
62,conseiller
63,sénateur
64,diplomate
65,embassadeur
66,président
67,dictateur
