,0
0,début
1,début
2,début
3,commencement
4,tout
5,début
6,fin
7,début
8,débuter
9,débutant
10,début
11,commencement
12,commencer
13,quelque
14,chose
15,début
16,phrase
17,début
18,mot
19,début
20,belle
21,histoire
22,début
23,histoire
24,amour
25,début
26,roman
27,début
28,pièce
29,théatre
30,début
31,chanson
32,début
33,début
34,histoire
35,merveilleuse
36,début
37,mène
38,fin
39,fin
40,tout
41,fin
42,monde
43,fin
44,fin
45,haricots
46,fin
47,fin
48,belle
49,histoire
50,fin
51,croire
52,début
53,début
54,début
55,débutant
56,ne
57,pas
58,savoir
59,hésiter
60,vouloir
61,pouvoir
62,vouloir
63,ne
64,pas
65,pouvoir
66,débutant
67,début
68,début
69,début
70,début
71,commencement
72,début
73,envie
74,vitalité
75,commencer
76,quelque
77,chose
78,projet
79,début
80,projet
