,0
0,courage
1,conte
2,fées
3,prince
4,princesse
5,vécurent
6,heureux
7,eurent
8,beaucoup
9,enfants
10,marraine
11,citrouille
12,belle
13,bois
14,dormant
15,cendrillon
16,blanche
17,neige
18,enfant
19,conte
20,contes
21,légendes
22,alsace
23,livre
24,héritage
25,pays
26,terre
27,conquérir
28,espagne
29,amérique
30,sud
31,conquistador
32,indigène
33,eau
34,épice
35,or
36,tradition
37,coutume
38,us
39,respect
40,lois
41,non-respect
42,lois
43,irresponsable
44,juste
45,roi
46,salomon
47,parler
48,éditer
49,constitution
50,refaire
51,ne
52,pas
53,refaire
54,recommencer
55,trône
56,siège
57,cour
58,baron
59,baronne
60,comte
61,comtesse
62,animaux
63,sauvages
64,animaux
65,enfermés
66,sanction
67,punition
68,prison
69,martyre
70,délation
71,fourbe
72,vizir
