,0
0,conquête
1,arme
2,bataille
3,combat
4,ériger
5,s’armer
6,munition
7,faire
8,face
9,accepter
10,comprendre
11,refuser
12,rébellion
13,oser
14,persévérance
15,concéder
16,concession
17,reconnaitre
18,mérite
19,aider
20,supporter
21,défaite
22,assumer
23,baisser
24,tête
25,chute
26,tomber
27,perte
28,gésir
29,lit
30,visite
31,lever
32,tête
33,marcher
34,reconquérir
35,force
36,audace
37,misère
38,lâcheté
39,méfiance
40,étoile
41,guider
42,tomber
43,relever
44,adversité
45,affronter
46,quotidien
47,petitesse
