,0
0,courage
1,promenade
2,serpent
3,courage
4,lutte
5,maladie
6,douleur
7,force
8,vaillance
9,sport
10,sport
11,l’extrême
12,parachutisme
13,voile
14,plongée
15,via
16,ferrata
17,vacances
18,plaisir
19,courage
20,peur
21,peureux
22,enfant
23,adulte
24,courage
25,gnome
26,elfes
27,royaume
28,contre
29,sorcier
30,jeu
31,courage
32,noyade
33,pendaison
34,mort
35,réanimation
36,samu
37,pompier
38,courage
39,n'en
40,est
41,pas
42,un
43,fatigue
44,précipice
45,saut
46,l’ange
47,courir
48,iron
49,man
50,iron
51,man
52,quarante-et-une
53,fois
54,fond
55,inconscient
56,préparer
