,0
0,début
1,fin
2,vieillesse
3,travail
4,début
5,relation
6,amoureuse
7,début
8,d’étude
9,début
10,vacances
11,début
12,job
13,été
14,début
15,voyage
16,début
17,construction
18,maison
19,début
20,passion
21,naissance
22,passion
23,début
24,entretien
25,début
26,vie
27,stage
28,début
29,alimentation
30,saine
31,début
32,nuit
33,début
34,soirée
35,début
36,repas
37,début
38,journée
39,début
40,u
41,morceau
42,musique
43,début
44,apprentissage
45,musique
46,début
47,apprentissage
48,dessin
49,début
50,apprentissage
51,peinture
52,début
53,apprentissage
54,gymnastique
55,récréative
56,sportive
57,début
58,école
59,école
60,commerce
61,début
62,école
63,finances
64,début
65,amour
66,tous
67,deux
68,début
