,0
0,courage
1,mère
2,train
3,siège
4,voisin
5,livre
6,attente
7,fastidieuse
8,chargeur
9,téléphone
10,courage
11,zola
12,lénine
13,balzac
14,splendeur
15,courtisane
16,misère
17,eloïse
18,nouvelle
19,eloïse
20,rousseau
21,vexer
22,solitaire
23,promeneur
24,cœur
25,faire
26,quelque-chose
27,décision
28,absence
29,décision
30,courage
31,armée
32,soldat
33,napoléon
34,joséphine
35,beauharnais
36,livre
37,commentaire
38,danois
39,générosité
40,absence
41,égoïsme
42,allocation
43,étudiant
44,courage
45,politique
46,françois
47,hollande
48,julie
49,gayet
50,absence
51,décision
52,ségolène
53,royal
54,turpitude
55,cupidité
56,pauvreté
57,richesse
58,richesse
59,livre
60,cahier
