,0
0,courage
1,courage
2,serrer
3,dents
4,dépasser
5,dépassement
6,soi
7,courage
8,ne
9,pas
10,avoir
11,peur
12,faire
13,quelque
14,chose
15,contre
16,avis
17,autre
18,groupe
19,courage
20,courir
21,devant
22,autres
23,battre
24,avoir
25,attitude
26,garder
27,son
28,comment
29,opinion
30,lorsque
31,êtes
32,seule
33,défendre
34,faut
35,courag
36,courage
37,marins
38,mer
39,affronter
40,éléments
41,attraper
42,poissons
43,courage
44,courage
45,courage
46,courage
47,faudrait
48,avoir
49,courage
50,lorsqu'on
51,est
52,son
53,lit
54,faut
55,sortir
56,n'arrive
57,pas
58,trouver
59,courage
