,0
0,début
1,commencement
2,alphabet
3,lettre
4,a
5,fin
6,naissance
7,bébé
8,fontanelle
9,goal
10,tétine
11,biberon
12,finalité
13,causalité
14,intérêt
15,questionnement
16,but
17,auto-radio
18,musique
19,genre
20,classification
21,microphone
22,boîtier
23,disque
24,disque
25,dur
26,stockage
27,mégaoctet
28,unité
29,mesure
30,téraoctet
31,bouton
32,commutateur
33,connectique
34,câble
35,format
36,traitement
37,image
38,montage
39,coupe
40,assembler
41,trier
42,intervertir
43,couleur
44,bleu
45,rouge
46,supprimer
47,effacer
48,soulever
49,déplacer
50,modifier
51,division
52,écran
53,terme
54,split
55,screen
56,loi
