,0
0,peur
1,cour
2,rage
3,rage
4,dent
5,maladie
6,royaume
7,roi
8,soleil
9,versailles
10,louis
11,xiv
12,cour
13,château
14,cours
15,vite
16,courir
17,cour
18,ferme
19,basse-cour
20,poulet
21,volaille
22,coq
23,poussin
24,canard
25,oie
26,élysée
27,palais
28,parvis
29,cathédrale
30,temps
31,argent
32,bonheur
33,tristesse
34,chagrin
35,horreur
36,courir
37,mourir
38,fou
39,rire
40,long
41,grand
42,bref
43,extravagant
44,courte
45,courteline
46,courage
47,coupable
48,cousu
49,cousin
50,cousine
51,course
52,pied
53,coucou
