,0
0,mécreant
1,créant
2,bourgeoisie
3,peuple
4,population
5,voie
6,droit
7,femme
8,infâme
9,dégoûtant
10,comprendre
11,silence
12,expliquer
13,comprendre
14,silence
15,chercher
16,rechercher
17,ici
18,ou
19,ailleurs
20,ici
21,nul
22,part
23,ailleurs
24,jour
25,eternité
26,ciel
27,terre
28,nuage
29,quand
30,comment
31,comme
32,ça
33,comme
34,si
35,joe
36,dassin
37,été
38,indien
39,si
40,n'existe
41,pas
42,dis
43,quoi
44,faire
45,que
46,voudras
47,musique
48,résonne
49,coeurs
50,gens
51,que
52,aime
53,amitié
54,amicalement
55,cordialement
56,bien
57,cordialement
58,salutation
59,distingué
60,brigitte
61,bardot
62,chiens
63,animaux
64,terre
65,entière
66,navire
67,navigue
68,entre
69,terre
70,mer
71,baleine
72,love
73,poisson
74,petits
75,poissons
76,dents
77,dents
78,mer
79,père
80,viens
81,là
82,ici
83,écoute
84,tais
85,toi
86,ferme
87,fermeture
88,ouverture
89,horaire
90,prise
91,rendez-vous
92,psychologie
93,philosophie
94,taciturne
95,morose
96,bazar
97,bordel
98,amsterdam
99,paris
100,strasbourg
101,capitale
102,noël
103,approche
104,étoile
