,0
0,début
1,fin
2,manger
3,grossir
4,maigrir
5,graisse
6,muscle
7,anorexique
8,boulimique
9,trouble
10,alimentaire
11,alimentation
12,nourriture
13,manger
14,famine
15,humanitaire
16,syrie
17,rebelle
18,islamiste
19,damas
20,russie
21,assad
22,proche-orient
23,moyen-orient
24,arabie
25,saoudite
26,pétrole
27,israël
28,eau
29,jourdain
30,tigre
31,euphrate
32,danube
33,rhin
34,meuse
35,samois
36,loire
37,delta
38,atlantique
39,pacifique
40,hawaï
41,miami
42,floride
43,etats-unis
44,kansas
45,wisconsin
46,mexique
47,canada
48,québec
49,alaska
50,groenland
51,danemark
52,allemagne
53,autriche
54,suisse
55,france
56,luxembourg
57,belgique
58,portugal
59,espagne
60,italie
61,lichtenstein
62,bulgarie
63,algérie
64,maroc
65,burkina
66,faso
67,afrique
68,sud
69,lesotho
