,0
0,royaume
1,royaume
2,royaume
3,cieux
4,royaume
5,cieux
6,royaume
7,roi
8,reine
9,château
10,belle
11,histoire
12,tout
13,royaume
14,royaume
15,combattant
16,royaume
17,cherche
18,agrandir
19,cherche
20,obtenir
21,autres
22,royaumes
23,royaumes
24,combattants
25,bien
26,connus
27,chine
28,royaume
29,royaume
30,trône
31,trôner
32,régner
33,émanciper
34,royaume
35,roi
36,reine
37,princessse
38,prince
39,habitant
40,habitants
41,royaume
42,bal
43,bal
44,belle
45,fête
46,château
47,royaume
48,est
49,plus
50,que
51,château
52,toutes
53,terres
54,apparentent
55,royaume
56,richesse
57,opulence
58,beauté
59,roi
60,reine
61,costume
62,damoiseau
63,damoiselle
64,royaume
65,étend
66,serf
67,serf
68,asservi
69,roi
70,chevalier
71,royaume
