,0
0,douleur
1,douloureux
2,douloureux
3,heureux
4,heureuse
5,pétillement
6,joie
7,vivre
8,vieux
9,souvenir
10,maladie
11,mort
12,peine
13,coeur
14,déception
15,tristesse
16,pleurs
17,amour
18,amour
19,amitié
20,amitié
21,filles
22,garçons
23,amour
24,filles
25,garçons
26,pleurs
27,enfance
28,mère
29,grand-mère
30,femmes
31,pleurent
32,hommes
33,mettent
34,colère
35,pleurent
36,aussi
37,mais
38,colère
39,femmes
40,pleurent
41,tristesse
42,larmes
43,yeux
44,émotion
45,sentimentalisme
46,sentiment
47,nuit
48,soir
49,noir
50,sombre
51,peur
52,anxiété
53,injustice
54,juste
55,justement
56,justification
57,facilité
58,facilité
59,douleur
60,douleur
61,douleur
62,pied
63,marcher
