,0
0,courage
1,courage
2,lutte
3,persévérance
4,obstination
5,combat
6,combat
7,contre
8,même
9,combat
10,autres
11,cause
12,idéal
13,leader
14,chemin
15,objectif
16,président
17,hollande
18,survie
19,niac
20,bras
21,ne
22,peut
23,pas
24,baisser
25,bras
26,battre
27,battre
28,ensemble
29,pas
30,uns
31,contre
32,autres
33,uns
34,autres
35,courage
36,donner
37,courage
38,encourager
39,croître
40,infini
41,amélioration
42,évolution
43,permanence
44,meilleur
45,même
46,union
47,combat
48,collectif
49,survie
50,espèce
