,0
0,fin
1,presque
2,midi
3,manger
4,livre
5,film
6,vie
7,roman
8,tricot
9,rue
10,aventure
11,liaison
12,mariage
13,divorce
14,maison
15,maison
16,retraite
17,hôpital
18,carrière
19,profession
20,privé
21,cinéma
22,impression
23,écriture
24,invention
25,transmettre
26,promouvoir
27,carrière
28,ministère
29,septennat
30,quinquennat
31,minuterie
32,train
33,avion
34,voiture
35,vélo
36,draisienne
37,bicyclette
38,brouette
39,rail
40,chemin
41,fer
42,bâteau
43,barque
44,bâteau
45,aube
46,mississippi
47,christophe
48,colomb
49,inca
50,égyptien
51,canada
52,allemand
53,mur
54,berlin
55,grande-bretagne
56,corse
57,napoléon
58,vosgien
59,alsacien
60,strasbourg
