,0
0,douleur
1,post-it
2,voir
3,une
4,deux
5,douleur
6,difficulté
7,mal
8,soin
9,médicament
10,douleur
11,vie
12,mort
13,douleur
14,vie
15,une
16,deux
17,douleur
18,relatif
19,relatif
20,une
21,petit
22,grand
23,beaucoup
24,une
25,deux
26,objectif
27,souffrir
28,ne
29,pas
30,souffrir
31,une
32,deux
33,trois
34,souffrir
35,courage
36,une
37,deux
38,trois
39,quatre
40,cinq
41,six
42,une
43,deux
44,digression
45,une
46,deux
47,trois
48,douleur
49,mal
50,manet
51,biographie
52,biographie
53,croisée
54,digression
55,genou
56,tête
57,tête
58,genou
59,articulation
60,entier
61,tenir
62,persévérance
63,une
64,deux
65,trois
66,une
67,minute
68,trente
69,une
70,deux
71,trente
72,vingt-neuf
73,vingt-huit
74,vingt-sept
75,vingt-six
76,vingt-cinq
77,vingt-quatre
78,vingt-trois
79,vignt-deux
80,vingt-et-un
81,douleur
82,vingt
83,une
84,deux
85,trois
86,douleur
87,vie
88,mort
89,oubli
90,une
91,deux
92,moi
93,genou
94,caillou
95,chou
96,une
97,deux
98,trois
99,quatre
100,cinq
101,une
102,deux
