,0
0,roi
1,reine
2,prince
3,princesse
4,château
5,forteresse
6,pont-levis
7,crocodile
8,île
9,montagne
10,falaise
11,région
12,pays
13,continent
14,terre
15,mer
16,océan
17,espace
18,planète
19,bourgeois
20,noble
21,part
22,souveraineté
23,légitimité
24,besoin
25,équilibre
26,religion
27,équilibre
28,fils
29,dieu
30,senior
31,besoin
32,sport
33,chevalier
34,joute
35,construction
36,pierre
37,donjon
38,chasteté
39,besoin
40,envie
41,route
42,paysan
43,vassal
44,vizir
45,échec
46,bataille
47,combat
48,guerre
49,conquérir
50,développer
51,grandir
52,imposer
53,orientation
54,imposition
