,0
0,royaume
1,roi
2,reine
3,danemark
4,hamlet
5,shakespeare
6,tragédie
7,comédie
8,roi
9,constitution
10,constitutionalisme
11,habeas
12,corpus
13,règle
14,états
15,généraux
16,france
17,révolution
18,couronne
19,joyau
20,manteau
21,musée
22,cathédrale
23,chapelle
24,mariage
25,alliance
26,habsburg
27,annales
28,caisse
29,perception
30,argent
31,impôts
32,aubert
33,collègue
34,royaume
35,belgique
36,palais
37,gardes
38,nationaux
39,arme
40,fusil
41,pistolet
42,balle
43,courage
44,vaillance
45,image
46,déception
47,scandale
48,turpitude
49,mauvaise
50,ambiance
51,fils
52,fille
53,gad
54,elmaleh
55,film
56,grace
57,monaco
58,olivier
59,festival
60,cannes
61,cinéma
62,marche
63,rocher
64,décès
65,lien
66,filiation
67,sœurs
68,fille
69,frère
70,déception
71,cirque
72,circassien
73,consultation
74,expert
75,comptable
76,vie
77,côté
