,0
0,royaume
1,roi
2,reine
3,princesse
4,danemark
5,norvège
6,grande-bretagne
7,elizabeth
8,ii
9,monarchie
10,couronne
11,joyaux
12,rubis
13,héritage
14,trône
15,sceptre
16,louis
17,xiv
18,versailles
19,schönbrunn
20,sissi
21,impératrice
22,alice
23,pays
24,merveilles
25,espagne
26,juan
27,carlos
28,monarchie
29,absolue
30,noble
31,fête
32,marie-antoinette
33,gala
34,pouvoir
35,conte
36,fées
37,succession
38,lady
39,di
40,tragédie
41,histoire
42,trésor
43,richesse
44,politique
45,guerre
46,état
