,0
0,courage
1,montagne
2,ascension
3,plongée
4,sous-marine
5,pénologie
6,athlétisme
7,conduite
8,automobile
9,course
10,automobile
11,entreprendre
12,étude
13,réussir
14,étude
15,entreprendre
16,son
17,premie
18,travail
19,entreprendre
20,première
21,relation
22,amoureux
23,dépasser
24,dépasser
25,soi-même
26,mut
27,allemand
28,courage
29,anglais
30,prendre
31,risques
32,mais
33,risques
34,calculés
35,avoir
36,courage
37,prendre
38,risques
39,oser
40,est
41,début
42,réussite
43,courage
44,dire
45,choses
46,face
47,deviens
48,bavard
49,courage
50,mobilisation
