,0
0,bravoure
1,danger
2,admiration
3,estime
4,péril
5,jeanne
6,arc
7,mort
8,feuille
9,plume
10,typex
11,exit
12,brexit
13,assumer
14,enrober
15,enrôler
16,attitude
17,positionnemnt
18,prise
19,parole
20,publique
21,affrontement
22,explication
23,communication
24,adhésion
25,information
26,morale
27,prise
28,consience
29,engagement
30,lumière
31,arcre
32,verdure
33,paysage
34,bagarre
35,lutte
36,latitude
37,longitude
38,haut
39,bas
40,ici
41,là
42,nulle
43,part
44,ailleurs
45,communication
46,communion
47,bravoure
48,solitude
49,incrédule
50,insignifiant
51,essentiel
52,latitude
53,lapin
54,veille
55,nepsis
56,acompte
57,questionnemnt
58,interrogation
59,pas
60,visibilité
61,point
62,mort
63,courage
