,0
0,royaume
1,est
2,pas
3,mal
4,royaume
5,tolkien
6,empire
7,cieux
8,roi
9,lire
10,roi
11,dame
12,valet
13,as
14,pic
15,carreau
16,trèfle
17,cœur
18,roi
19,royaume
20,crâne
21,cheval
22,shakespeare
23,royaume
24,tolkien
25,auteur
26,film
27,shakespeare
28,royaume
29,cieux
30,roi
31,roi
32,carte
33,jeu
34,république
35,monarchie
36,un
37,deux
38,trois
39,quatre
40,cinq
41,six
42,sept
43,huit
44,crâne
45,empire
46,être
47,non
48,être
49,crâne
50,cheval
51,empire
52,royaume
53,shakespeare
54,tolkien
55,mordor
56,anneau
57,gandalf
58,chef
59,trois
60,deux
61,un
62,cinéma
63,saga
64,livre
65,lecture
66,film
