,0
0,début
1,fin
2,milieu
3,chronologie
4,antiquité
5,histoire
6,généalogie
7,romain
8,rome
9,vacances
10,fin
11,infini
12,non
13,connu
14,espace
15,homme
16,cro-magnon
17,néanderthal
18,caverne
19,écriture
20,pierre
21,silex
22,dinosaure
23,âge
24,glace
25,tyrannosaure
26,âge
27,glace
28,dessin
29,animé
30,commencement
31,poursuite
32,continuum
33,curriculum
34,espoir
35,inquiétude
36,connu
37,non
38,connu
39,professeur
40,matière
41,marque
42,intérêt
43,frise
44,chronologique
45,date
46,apprentissage
47,date
48,quinze-cent-quinze
49,napoléon
50,louis
51,xiv
52,image
53,livre
54,difficulté
55,écriture
56,lancer
