,0
0,royaume
1,roi
2,reine
3,cavalier
4,valet
5,as
6,dix
7,neuf
8,huit
9,sept
10,six
11,cinq
12,quatre
13,trois
14,deux
15,un
16,jeu
17,cartes
18,jeu
19,société
20,jeu
21,famille
22,grand-mère
23,enfant
24,parents
25,royauté
26,sarkozy
27,politique
28,misère
29,monde
30,non
31,respect
32,droits
33,citoyens
34,royal
35,lit
36,héritier
37,enfant
38,non
39,désiré
40,enfant
41,désiré
42,lit
43,baldaquin
44,dorure
45,louis
46,xiv
47,marie-antoinette
48,luxe
49,calme
50,volupté
51,bleu
52,lys
53,conte
54,légende
55,france
56,angleterre
57,espagne
58,suède
59,danemark
60,retour
61,arrière
62,constitution
63,mille
64,sept
65,cent
66,quatre-vingt-neuf
67,abolition
68,droits
69,homme
70,citoyen
71,décapitation
72,constitution
73,napoléon
74,politique
75,hitler
76,empereur
77,histoire
78,histoire
79,france
80,réfléchir
81,monter
82,échelons
