,0
0,courage
1,courage
2,courage
3,chanson
4,auteur
5,chanson
6,courage
7,lâcheté
8,courage
9,difficulté
10,surmonter
11,courage
12,patience
13,impatience
14,courage
15,courage
16,rien
17,que
18,courage
19,rien
20,que
21,du
22,courage
23,auteur
24,chanson
25,oublier
26,nom
27,auteur
28,femme
29,chanson
30,courage
31,patience
32,persévérance
33,quatre
34,cinq
35,six
36,sept
37,huit
38,neuf
39,dix
40,onze
41,douze
42,treize
43,quatorze
44,quinze
45,seize
46,dix-sept
47,long
48,long
49,long
50,courage
51,tenir
52,persévérance
53,objectif
54,non
55,pas
56,perdre
57,vue
58,objectif
59,un
60,deux
61,essentiel
62,persévérance
63,attente
64,patience
65,un
66,deux
67,courage
68,une
69,minute
70,minute
71,trente
72,deux
73,trois
74,quatre
75,perturber
76,porte
77,frapper
78,un
79,deux
80,peu
81,importe
82,importe
83,peu
84,un
85,deux
86,trois
87,cinq
88,courage
