,0
0,début
1,débile
2,début
3,commencement
4,origine
5,démarrage
6,début
7,début
8,début
9,paraît
10,toujours
11,difficile
12,début
13,début
14,début
15,buts
16,buts
17,début
18,début
19,début
20,début
21,débuter
22,démarrer
23,début
24,début
25,début
26,début
27,début
28,comme
29,premier
30,jour
31,début
32,vie
33,début
34,nouveau
35,job
36,début
37,début
38,début
39,fin
40,début
41,tout
42,début
43,ne
44,faudrait
45,pas
46,que
47,ait
48,fin
49,bonnes
50,choses
51,ne
52,veut
53,pas
54,que
55,finisse
