,0
0,courage
1,force
2,persévérance
3,courageux
4,peur
5,rien
6,sang-froid
7,seul
8,pas
9,peur
10,jugement
11,priori
12,pas
13,peur
14,serrer
15,poings
16,être
17,fier
18,ne
19,pas
20,pleurer
21,ne
22,pas
23,crier
24,courage
25,beaucoup
26,circonstances
27,dentiste
28,vie
29,tous
30,jours
31,courage
32,affronter
33,choses
34,voyage
35,partir
36,courageux
37,partir
38,assumer
39,assumer
40,ambition
41,débrouiller
42,seul
43,bon
44,courage
45,souhaiter
46,bon
47,courage
48,bon
49,courage
50,opération
51,bon
52,courage
53,examen
54,bon
55,courage
56,beaucoup
57,choses
