,0
0,empire
1,game
2,of
3,thrones
4,château
5,château
6,fort
7,prince
8,princesse
9,empereur
10,impératrice
11,comte
12,comtesse
13,marquis
14,marquise
15,infante
16,enfant
17,jumeau
18,angleterre
19,couronne
20,reine
21,elisabeth
22,accouchement
23,naissance
24,guerre
25,royauté
26,or
27,inca
28,civilisation
29,perdue
30,empire
31,colonie
32,colonisation
33,cieux
34,dieu
35,jésus
36,nuage
37,église
38,mort
39,croix
40,noël
41,saint-nicolas
42,fête
43,sapin
44,cadeau
45,emballage
46,cadeau
47,bougie
48,rouge
49,boule
50,noël
51,cheminée
52,feu
53,famille
54,amour
55,joie
56,grand-père
57,grand-mère
58,père
59,mère
60,enfant
61,ongle
62,tante
63,assiette
64,vin
65,champagne
66,apéritif
67,dîner
68,promenade
69,froid
70,lumière
71,marché
72,marché
73,noel
74,couverture
75,vin
76,chaud
77,froid
78,pieds
79,pied
80,chaussures
81,fourrure
82,gor-tex
83,nuit
84,magie
85,vacances
86,détente
87,familial
