,0
0,début
1,fin
2,arrivée
3,départ
4,course
5,distance
6,marathon
7,jogging
8,endurance
9,sport
10,tennis
11,balle
12,ping-pong
13,raquette
14,badminton
15,volant
16,voiture
17,roue
18,roue
19,fortune
20,série
21,télévisée
22,big
23,deal
24,big
25,grand
26,colosse
27,colosse
28,rhodes
29,statue
30,statue
31,statue
32,vénus
33,milo
34,neptune
35,uranus
36,anus
37,trou
38,balle
39,balle
40,bâle
41,suisse
42,petit-suisse
43,grand
44,immense
45,univers
46,galaxie
47,voie
48,lactée
49,vache
50,lait
51,veau
52,valeur
53,prix
54,juste
55,juste
56,prix
57,télévision
58,philippe
59,risoli
60,philippe
61,père
62,temps
