,0
0,douleur
1,arrêter
2,respirer
3,inspirer
4,expirer
5,dormir
6,réveiller
7,réveiller
8,rendormir
9,réveiller
10,rendormir
11,manger
12,boire
13,habiller
14,sortir
15,cacher
16,cacher
17,ne
18,rien
19,montrer
20,montrer
21,ne
22,pas
23,montrer
24,cacher
25,masque
26,tout
27,monde
28,masque
29,même
30,moi
31,quelle
32,galère
33,faut
34,que
35,arrête
36,arrêter
37,toujours
38,arrêter
39,cette
40,galère
41,prends
42,ton
43,comprimé
44,comprimé
45,con
46,primé
47,con
48,est
49,primé
50,jean-marc
51,frère
52,con
53,primé
