,0
0,aïe
1,mal
2,dentiste
3,chirurgie
4,cardiaque
5,opération
6,hôpital
7,douleur
8,morale
9,dépression
10,mal
11,dos
12,mal
13,gorge
14,otite
15,infection
16,infection
17,urinaire
18,cystite
19,lombalgie
20,dorsalgie
21,mal
22,compris
23,mal
24,entendu
25,mal
26,vu
27,mal
28,communiquer
29,poster
30,mal
31,voyager
32,pall
33,mall
34,marque
35,cigarette
36,airmail
37,e-mail
38,mal
39,pieds
40,ampoules
41,ongles
42,incarnés
43,ligament
44,croisé
45,dorsalgie
46,cruralgie
47,mal
48,coeur
49,bateau
50,mal
51,transports
52,mal
53,montagne
54,mer
55,mal
56,mer
57,vomir
58,maudire
59,religion
60,science
61,histoire
62,puériculture
63,bébés
64,ne
65,savent
66,pas
67,dire
68,où
69,ont
70,mal
71,autistes
72,ont
73,mal
74,partout
75,mais
76,ne
77,savent
78,pas
79,exprimer
80,mal
81,cheveux
82,alsacien
83,prendre
84,cuite
