,0
0,dent
1,dents
2,mer
3,donnation
4,marcel
5,mauss
6,sociologie
7,lenteur
8,rencontre
9,amis
10,trottoir
11,pute
12,putain
13,animosité
14,agressivité
15,questionnement
16,analyse
17,synthèse
18,explication
19,retour
20,mode
21,emploi
22,manuel
23,manuela
24,mirca
25,cartesco
26,premier
27,juin
28,jour
29,enfant
30,fête
31,nationale
32,enfant
33,huit
34,mars
35,fête
36,nationale
37,femme
38,international
39,connu
40,mondialement
41,stars
42,vedette
43,donald
44,trump
45,éléphant
46,trompe
47,trompette
48,musique
49,timballe
50,musique
51,ange
52,démon
53,vade
54,retro
55,viens
56,là
57,viens
58,moi
59,crois-tu
60,dis
61,moi
62,incrédible
63,incrédule
64,crois
65,aide
66,aide
67,mécréant
68,aide
69,moi
70,aide
71,toi
72,cri
73,hurlemnt
74,huer
75,créer
76,interroger
77,expliquer
78,suivre
79,chemin
80,direction
81,pdg
82,adjoint
83,main
84,droite
85,main
86,gauche
87,cœur
88,signe
89,croix
90,doigts
91,petits
92,doigts
93,jean
94,bob
95,dylan
96,prix
97,nobel
98,littérature
