,0
0,courage
1,courage
2,fille
3,vas
4,t'en
5,sortir
6,fais
7,ton
8,mieux
9,est
10,chemin
11,compte
12,ami
13,amical
14,amour
15,mélange
16,pas
17,important
18,passion
19,passionné
20,assumé
21,engagé
22,réflexion
23,pousser
24,volonté
25,faire
26,changer
27,changer
28,moi
29,changer
30,autres
31,difficile
32,changer
33,moi
34,changer
35,monde
36,petit
37,monde
38,courage
39,être
40,même
41,courage
42,faire
43,avec
44,faire
45,autres
46,ensemble
47,dépassement
48,volonté
49,être
50,meilleur
51,arranger
52,pomponner
53,cocooning
54,prendre
55,soin
56,soi
57,faire
58,bien
59,laver
60,cheveux
61,maquiller
62,déshabiller
63,mettre
64,sous-vêtements
65,rhabiller
66,regard
67,autres
68,avec
69,faire
70,plaisir
71,courage
72,ne
73,pas
74,tomber
75,ne
76,pas
77,avoir
78,peur
