,0
0,fin
1,commencement
2,mort
3,vie
4,naissance
5,clinique
6,accouchement
7,sage-femme
8,médecin
9,gynécologue
10,enfant
11,bourgeon
12,bébé
13,fleur
14,cri
15,bonheur
16,douleur
17,sang
18,famille
19,amour
20,dormir
21,pleurer
22,biberon
23,lait
24,maternel
25,mort
26,fin
27,chaton
28,bébé
29,animal
30,zoo
31,classe
32,école
33,scolaire
34,classe
35,préparatoire
36,apprendre
37,lire
38,apprendre
39,lire
40,lire
41,livre
42,poème
43,poésie
44,maths
45,géographie
46,physique
47,commencement
48,enterrement
49,cimetière
50,terre
51,crémation
52,pleure
53,tristesse
54,noir
55,roi
56,quinzième
57,siècle
58,pourpre
59,blanc
60,belgique
61,deuil
62,carte
63,deuil
64,condoléances
65,poussière
66,église
67,croix
68,cercueil
69,bois
70,terme
71,fin
