,0
0,début
1,fin
2,ouverture
3,opéra
4,fétiche
5,ténor
6,soprano
7,mezzo-soprano
8,thierry
9,forgin
10,bibliothèque
11,représentation
12,répétition
13,répétition
14,ouvrier
15,décor
16,décoration
17,dame
18,disque
19,magazine
20,magazine
21,télé
22,magazine
23,opéra
24,fin
25,moyen
26,début
27,vie
28,vie
29,mort
30,repère
31,maladie
32,mariage
33,filiation
34,amour
35,défense
36,haine
37,début
38,chantier
39,début
40,crevaison
41,voiture
42,pneu
43,début
44,fin
45,malheur
46,début
47,hostilités
48,guerre
49,réconciliation
50,paix
51,armistice
52,wagon
53,pourparlers
54,etats-unis
55,japon
56,tokyo
57,début
58,ère
59,meiji
60,sectorisation
61,plateau
62,télévisé
63,début
64,film
65,début
66,pub
67,début
68,vacances
69,commencement
70,présentation
71,anneaux
72,jeux
73,olympiques
74,défaite
75,anneau
76,sotchi
77,représentation
