,0
0,royaume
1,enchanté
2,forteresse
3,princesse
4,tour
5,peur
6,joint
7,alcool
8,sentiment
9,amoureuse
10,jalousie
11,histoire_soeurs
12,passé
13,héritage
14,héritage_colère
15,royaume_imaginaire
16,enchanté
17,féérique
18,joie
19,envolée_lyrique
20,chant
21,chorale
22,féministe
23,féminisme
24,volonté
25,engagement
26,royaume_incas
27,histoire
28,historique
29,père
30,école
31,collège
32,lycée
33,domination
34,étude
35,prépa
36,préparation
37,tristesse
38,déception
39,déprimée
40,beaucoup_pleurs
41,copine_déprimée
42,heureuse_être_architecture
43,difficile
44,royaume
45,partir_loin
46,imaginaire
47,haut_colline
48,forteresse
49,cachée_milieu
