,0
0,douleur
1,douleur
2,souffrance
3,douleur
4,mal_cervicales
5,hernie_discale
6,nuque
7,arthrose
8,souffrance
9,souffrance
10,souffrance
11,maladie
12,bipolaire
13,jamais_être_calme
14,jamais_être_apaisé
15,toujours_incertitude
16,angoisse
17,peur
18,douleur
19,peur
20,douleur
21,cervicale
22,cou
23,mal_chien
24,douleur
25,douleur
26,perdre
27,petit_bébé
28,petit_enfant
29,douleur
30,grande_tristesse
31,petit_garçon
32,mentir
33,trahir
34,douleur
35,douleur_mentale
36,douleur_morale
37,douleur_tête
38,fait_mal
39,apaiser
40,calme
41,sérénité
