,0
0,courage
1,courage
2,faut_courage
3,avoir_marre
4,trahi
5,trahi_nature_humaine
6,battre
7,courageux
8,courage_permet_avancer
9,affronter_épreuves
10,dépasser
11,dépasser_épreuves
12,n'a_plus_courage
13,problème
14,volonté
15,volonté_battre
16,envie_battre
17,baisser_bras
18,courage
19,baisser_bras
20,baisser_bras
21,courage_est_qualité
22,qualité_extraordinaire
23,beaucoup_courage
24,avancer_vie
25,gens_ont_courage
26,réfugié
27,battre
28,ont_courage
29,est_là_plaindre
30,preuve_courage
31,sortir_guerre
32,courage_exceptionnel
33,sortir_guerre
34,vie_faite_atrocité
