,0
0,royaume
1,roi
2,reine
3,cavalier
4,valet
5,as
6,dix
7,neuf
8,huit
9,sept
10,six
11,cinq
12,quatre
13,trois
14,deux
15,un
16,jeu_cartes
17,jeu_société
18,jeu_famille
19,grand-mère
20,enfant
21,parents
22,royauté
23,sarkozy
24,politique
25,misère_monde
26,royal
27,lit
28,héritier
29,enfant_non_désiré
30,enfant_désiré
31,lit_baldaquin
32,dorure
33,louis_xiv
34,marie-antoinette
35,luxe
36,calme
37,volupté
38,bleu
39,lys
40,conte
41,légende
42,france
43,angleterre
44,espagne
45,suède
46,danemark
47,retour_arrière
48,constitution
49,abolition
50,droits_homme_citoyen
51,décapitation
52,constitution
53,napoléon
54,politique
55,hitler
56,empereur
57,histoire
58,histoire_france
59,réfléchir
60,monter_échelons
