,0
0,pantalon
1,panthère
2,paratonnerre
3,pluie
4,parachute
5,parapente
6,plaisir
7,passion
8,primitif
9,prolongation
10,parallèle
11,parallèlogramme
12,poterie
13,posologie
14,prussien
15,privilégier
16,privilège
17,psychiatre
18,psychanalyse
19,psychiatrie
20,philantrope
21,pharmacien
22,page
23,peau
24,pot
25,prisme
26,psychodrame
27,partage
28,poésie
29,professionnalisme
30,paon
