,0
0,imprimante
1,imprime
2,soie
3,toile
4,musée
5,navire
6,bateau
7,naviguer
8,costaud
9,jean-luc_godard
10,dostoïevski
11,mijailovic
12,frères_karamasov
13,idiot
14,aliocha
15,thomas
16,amour
17,paix
18,pace
19,christ
20,église
21,abandon
22,croyance
23,foi
24,religion
25,mircea_eliade
26,écrire
27,non_vu
28,non_connu
29,non_aperçu
30,veridicité
31,verdict
32,josé
33,journaliste
34,palestine
35,israel
36,plaine
37,schirmeck
38,retour
39,hôpital
40,help
41,aide
42,entraide
43,partage
44,ordinateur
45,commande
46,chef
47,chef
48,médecin
49,patient
50,courbature
51,douleur
52,cri
53,secours
54,aide
55,sos
56,secouriste
57,sst
58,particule
59,chercher
60,trouver
61,rechercher
62,retrouver
63,mort
64,vivant
65,maintenant
66,est
