,0
0,bravoure
1,danger
2,admiration
3,estime
4,péril
5,jeanne_arc
6,mort
7,feuille
8,plume
9,typex
10,exit
11,brexit
12,assumer
13,enrober
14,enrôler
15,attitude
16,positionnemnt
17,prise_parole
18,publique
19,affrontement
20,explication
21,communication
22,adhésion
23,information
24,morale
25,prise_consience
26,engagement
27,lumière
28,arcre
29,verdure
30,paysage
31,bagarre
32,lutte
33,latitude
34,longitude
35,haut_bas
36,ici_là
37,nulle_part_ailleurs
38,communication
39,communion
40,bravoure
41,solitude
42,incrédule
43,insignifiant
44,essentiel
45,latitude
46,lapin
47,veille
48,nepsis
49,acompte
50,questionnemnt
51,interrogation
52,pas_visibilité
53,point_mort
54,courage
