,0
0,douleur
1,douloureux
2,douloureux
3,heureux
4,heureuse
5,pétillement
6,joie_vivre
7,vieux_souvenir
8,maladie
9,mort
10,peine_coeur
11,déception
12,tristesse
13,pleurs
14,amour
15,amour
16,amitié
17,amitié_filles
18,garçons
19,amour_filles
20,garçons
21,pleurs
22,enfance
23,mère
24,grand-mère
25,femmes_pleurent
26,hommes_mettent_colère
27,femmes_pleurent_tristesse
28,larmes_yeux
29,émotion
30,sentimentalisme
31,sentiment
32,nuit
33,soir
34,noir
35,sombre
36,peur
37,anxiété
38,injustice
39,juste
40,justement
41,justification
42,facilité
43,facilité
44,douleur
45,douleur
46,douleur_pied
47,marcher
