,0
0,début
1,fin
2,milieu
3,chronologie
4,antiquité
5,histoire
6,généalogie
7,romain
8,rome
9,vacances
10,fin
11,infini
12,non_connu
13,espace
14,homme_cro-magnon
15,néanderthal
16,caverne
17,écriture
18,pierre
19,silex
20,dinosaure
21,âge_glace
22,tyrannosaure
23,commencement
24,poursuite
25,continuum
26,curriculum
27,espoir
28,inquiétude
29,connu
30,non_connu
31,professeur
32,matière
33,marque
34,intérêt
35,frise_chronologique
36,date_apprentissage
37,date_quinze-cent-quinze
38,napoléon
39,louis_xiv
40,image
41,livre
42,difficulté
43,écriture
44,lancer
