,0
0,roi
1,reine
2,prince
3,princesse
4,château
5,forteresse
6,pont-levis
7,crocodile
8,île
9,montagne
10,falaise
11,région
12,pays
13,continent
14,terre
15,mer
16,océan
17,espace
18,planète
19,bourgeois
20,noble
21,part
22,souveraineté
23,légitimité
24,besoin
25,équilibre
26,religion
27,équilibre
28,fils_dieu
29,senior
30,besoin
31,sport
32,chevalier
33,joute
34,construction
35,pierre
36,donjon
37,chasteté
38,besoin
39,envie
40,route
41,paysan
42,vassal
43,vizir
44,échec
45,bataille
46,combat
47,guerre
48,conquérir
49,développer
50,grandir
51,imposer
52,orientation
53,imposition
