,0
0,eau
1,chlore
2,couleur
3,bleuté
4,profondeur
5,ligne
6,motif
7,départ
8,plongeon
9,plonger
10,maître-nageur
11,nage
12,couloir
13,numéro
14,bassin
15,bonnet
16,maillot_bain
17,douche
18,nudité
19,muscle
20,corps
21,montrer
22,regarder
23,brasse
24,couler
25,remonter
26,surface
27,papillon
28,dos_crawlé
29,heurter
30,respirer
31,respiration
32,construction
33,projet
34,eau
35,hauteur
36,mesurer
37,nettoyer
38,maître-nageur
39,banc
40,sol
41,dur
42,dureté
43,revêtement
44,fenêtre
45,lumière
46,horloge
47,protection
48,canaux
49,tuyau
50,arroser
51,arrosage
52,savon
53,savonner
54,nettoyage
55,ouverture
56,fermeture
57,horaire
