,0
0,début
1,fin
2,milieu
3,commencement
4,vie
5,arche_noé
6,dieu
7,sept_jours
8,monde
9,homme
10,femme
11,eve
12,adam
13,enfant
14,abel
15,caïn
16,marie-madeleine
17,jésus
18,recommencer
19,reprendre
20,retravailler
21,ne_pas_oublier
22,garder_tête_travail
23,recommencer
24,tomber
25,relever
26,tomber
27,revenir
28,début_travail
29,début_histoire
30,tourner_page
31,ranger_livre
32,début_activité
33,activite_joyeuse
34,fin_activité
35,fin_classe
36,sonnerie
37,alarme
38,enfant
39,cri
40,joie
41,début_film
42,début_histoire
43,histoire_sans_fin
44,histoire_intéressante
45,filmographie
46,cinématographie
47,acteur
48,sosie
49,homme
50,femme
51,avant_début
52,nouveau_départ
53,départ_voyage
54,début_aventure
