,0
0,mécreant
1,créant
2,bourgeoisie
3,peuple
4,population
5,voie
6,droit
7,femme
8,infâme
9,dégoûtant
10,comprendre
11,silence
12,expliquer
13,comprendre
14,silence
15,chercher
16,rechercher
17,ici_ou_ailleurs
18,jour
19,eternité
20,ciel
21,terre
22,nuage
23,quand
24,comment
25,comme_ça
26,comme_si
27,joe_dassin
28,été_indien
29,si_n'existe_pas
30,dis_quoi
31,faire_que_voudras
32,musique
33,amitié
34,amicalement
35,cordialement
36,bien_cordialement
37,salutation
38,distingué
39,brigitte_bardot
40,chiens
41,animaux
42,terre_entière
43,navire
44,navigue
45,entre_terre_mer
46,baleine
47,love
48,poisson
49,petits_poissons
50,dents
51,dents_mer
52,père
53,viens
54,là_ici
55,écoute
56,tais_toi
57,ferme
58,fermeture
59,ouverture
60,horaire
61,prise_rendez-vous
62,psychologie
63,philosophie
64,taciturne
65,morose
66,bazar
67,bordel
68,amsterdam
69,paris
70,strasbourg
71,capitale
72,noël
73,approche
74,étoile
