,0
0,chose
1,ballon
2,table
3,sac
4,bijou
5,table
6,chaise
7,pied
8,assiette
9,casserole
10,couteau
11,fourchette
12,nappe
13,oiseau
14,ciel
15,vitre
16,fenêtre
17,rideau
18,évier
19,casserole
20,vautour
21,lac
22,cygne
23,herbe
24,près
25,soleil
26,lune
27,étoile
28,lit
29,housse
30,drap-housse
31,couette
32,armoire
33,porte
34,tabouret
35,épingle
36,lot
37,loterie
38,cadeau
39,papier_cadeau
40,fil_doré
41,rue
42,marche_rapide
43,course
44,tapis
45,ombre
46,lumière
47,chaud
48,froid
49,hiver
50,été
51,fleur
52,arbre
53,mer
54,plage
55,sable
56,tabac
57,cigarette
58,maison
