,0
0,chien
1,chat
2,cheval
3,poisson
4,poisson_rouge
5,orfraie
6,celeri
7,céleri_rave
8,céréale
9,prénom
10,verbe
11,grammaire
12,complément
13,violoncelle
14,musique
15,croche
16,noire
17,double-croche
18,soupir
19,opéra
20,théatre
21,littérature
22,piscine
23,piscine
24,natation
25,natation
26,sport
27,sport
28,athlétisme
29,course
30,pied
31,jambe
32,bras
33,tête
34,corps
35,ongle
36,peau
37,chaire
38,pied
39,pantalon
40,foulard
41,carquois
42,main
43,dent
44,langue
45,tableau
46,tableau
47,peinture
48,peinture
49,romantisme
50,romantisme
51,cubisme
52,cubisme
53,cubisme
54,impressionnisme
55,monet
56,fleur
57,rose
58,daliah
59,cyclamen
60,herbe
61,gazon
62,gazon
63,océan
64,atlantique
65,atlantique
66,bretagne
67,etats-unis
68,parc_de_yellowstone
69,rivière
70,roche
71,roche
72,sable
73,sable
74,etats-unis
75,côte_ouest
76,irlande
77,vache
78,cochon
79,rat
80,rat
81,molière
82,gentilhomme
83,gentilhomme
84,femme_savante
85,savant
86,prix_nobel
87,scientifique
88,psychologue
89,psychologie
90,philosophie
91,littérature
92,neurosciences
93,neurosciences
94,veste
95,jupe
96,jupe
