,0
0,chat
1,enfant
2,poule
3,poisson
4,papa
5,maman
6,doigt
7,main
8,pied
9,chiffre
10,œuf
11,ventre
12,nez
13,bras
14,jambe
15,télévision
16,musique
17,lit
18,table
19,chaise
20,sport
21,lecture
22,cinéma
23,film
24,arbre
25,fleur
26,herbe
27,parc
28,banc
29,tronc
30,feuille
31,porte
32,yeux
33,front
34,lèvre
35,bouche
36,joue
37,cou
38,poitrine
39,ongle
40,genou
41,hanche
42,cheville
43,cheveux
44,sourire
45,dent
46,chaussures
47,pantalon
48,pull
49,t-shirt
50,manteau
51,veste
52,parapluie
53,soleil
54,vacances
55,mer
56,plage
57,repos
58,voyage
59,pays
60,ville
61,gare
62,train
