,0
0,parc
1,jouer
2,tétine
3,cube
4,tapis
5,été
6,serre-joint
7,marteau
8,machette
9,niveau
10,bulle
11,graduation
12,chape
13,parquet
14,latte
15,perceuse
16,ponceuse
17,soixante-dix_millimètres
18,cinéma
19,écran
20,format
21,cinémascope
22,salopard
23,huit
24,film
25,dalle
26,béton
27,bande_de_rive
28,ferraillage
29,flex
30,disqueuse
31,disque_à_béton
32,couper
33,trancher
34,casser
35,masser
36,machette
37,amiante
38,béton_féraillé
39,gravât
40,marcher
41,chaussures
42,bottes
43,sécurtité
44,pied
45,aponévrose
46,douleur
47,plantaire
48,vélo
49,piste
50,cyclable
51,accident
52,casque
53,chute
54,frein
55,voiture
56,conduite
57,automobile
58,regarder
59,vistesse
60,pédale
61,accélération
62,embrayage
63,levier_de_vitesse
64,climatisation
65,musique
66,mp3
67,poste
68,autoradio
69,cigarette
70,cendrier
