,0
0,royaume
1,royaume
2,royaume_des_cieux
3,royaume_des_cieux
4,royaume
5,roi
6,reine
7,château
8,belle_histoire_de_tout_un_royaume
9,royaume_combattant
10,royaume_qui_cherche_à_s'agrandir
11,cherche_à_obtenir_d'autres_royaumes
12,royaumes_combattants_bien_connus_en_chine
13,royaume
14,royaume
15,trône
16,trôner
17,régner
18,s'émanciper
19,royaume
20,roi
21,reine
22,princessse
23,prince
24,habitant
25,les_habitants_du_royaume
26,bal
27,bal
28,une_belle_fête_dans_le_château
29,le_royaume_c'est_plus_que_le_château
30,toutes_les_terres_qui_s'apparentent_au_royaume
31,richesse
32,opulence
33,la_beauté_du_roi
34,reine
35,costume
36,damoiseau
37,damoiselle
38,le_royaume_qui_s'étend
39,serf
40,serf
41,asservi_au_roi
42,chevalier
43,royaume
