,0
0,serpent
1,sonnette
2,serpent_qui_serpente
3,le_long_de_la_rivière
4,serpent
5,méchant
6,pique
7,venimeux
8,serpent_qui_serpente
9,le_long_de_la_rivière
10,coule
11,petit_serpent
12,gros_serpent
13,couleuvre
14,vipère
15,cobra
16,serpent
17,serpent
18,serpent_qui_se_faufile_sur_la_chaville
19,mordre
20,instile_son_venin
21,méchant_serpent
22,gentil_serpent
23,petit_serpent
24,couleuvre
25,orvet
26,serpent_qui_serpente
27,serpent
28,sous_les_pierres
29,pierre_sèche
30,pierre_chaude
31,attendre
32,serpent
33,vilain
34,vilain_serpent
35,serpent
36,écaille_de_serpent
37,chaussure_en_serpent
