,0
0,début
1,fin
2,fin
3,début
4,entre-deux
5,vie
6,début
7,vie
8,fin
9,mourir
10,un
11,deux
12,trois
13,objet
14,occupation
15,objectif
16,bonheur
17,malheur
18,un
19,deux
20,un
21,deux
22,trois
23,lassitude
24,un
25,deux
26,trois
27,une_minute
28,trente
29,trente_secondes
30,un
31,deux
32,trois
33,répétitif
34,un
35,deux
36,trois
37,quatre
38,cinq
39,un
40,deux
41,trois
42,quatre
43,cinq
44,une_minute
45,quarante-cinq_secondes
46,un
47,deux
48,trois
49,quatre
50,cinq
51,début
52,fin
53,vie
54,début
55,début
56,recommencer
57,s'accrocher
58,un
59,deux
60,trois
61,début
62,fin
63,histoire
64,début
65,film
66,fin
67,fin
68,end
69,happy_end
70,movie
71,autorisation
72,parler
73,autre_langue
74,un
75,deux
76,trois
77,movie
78,end
79,happy_end
80,end
81,film
82,end
83,good
84,end
85,movie
86,end
87,morse
88,morse
89,télégraphie
90,un
91,deux
92,trois
93,sos
94,un
95,deux
96,trois
97,un
98,deux
99,trois
100,une_minute_trente
101,un
102,deux
103,trois
104,six
105,huit
106,dix
107,douze
108,un
109,deux
110,trois
111,quatre-vingt-dix-neuf
112,quatre-vingt-dix-huit
113,un
114,deux
115,trois
116,morse
117,télégraphier
118,communication
119,un
120,deux
121,trois
122,internet
123,un
124,deux
125,trois
126,début
127,un
128,configuration
129,un
130,deux
131,trois
132,système_d'exploitation
133,un
134,deux
135,trois
136,quatre
137,casse-tête
138,un
139,deux
140,trois
141,chinois
142,un
143,deux
144,trois
145,astrologie
146,un
147,deux
148,trois
149,serpent
150,un
151,deux
152,trois
153,dragon
154,ragot
