,0
0,souris
1,montre
2,imprimante
3,écran
4,stylo
5,ordinateur
6,étagère
7,téléphone
8,voiture
9,vélo
10,maison
11,route
12,marteau
13,tournevis
14,pince
15,arrosoir
16,siège
17,violent
18,radio
19,fenêtre
20,porte
21,poignée
22,chaussure
23,veste
24,t-shirt
25,pantalon
26,lunettes
27,micro
28,table
29,canapé
30,télévision
31,meuble
32,plante
33,savon
34,robinet
35,frigo
36,lave-linge
37,four
38,casserole
39,poêle
40,batterie
41,huile
42,lait
43,céréales
44,sel
45,poivre
46,hotte
47,assiette
48,couteau
49,fourchette
50,cuillère
