,0
0,politique
1,police
2,pacs
3,patrie
4,pneumonie
5,pratique
6,parc
7,pacte
8,passé
9,poterie
10,passé
11,pont
12,pas
13,poumon
14,prêt
15,pâle
16,plongeon
17,peu
18,pas
19,pouvoir
20,pâlir
21,prime
