,0
0,peur
1,cour
2,rage
3,rage_de_dent
4,maladie
5,royaume
6,roi_soleil
7,versailles
8,louis_xiv
9,cour
10,château
11,cours_vite
12,courir
13,cour_ferme
14,basse-cour
15,poulet
16,volaille
17,coq
18,poussin
19,canard
20,oie
21,élysée
22,palais
23,parvis
24,cathédrale
25,temps
26,argent
27,bonheur
28,tristesse
29,chagrin
30,horreur
31,courir
32,mourir
33,fou_rire
34,long
35,grand
36,bref
37,extravagant
38,courte
39,courteline
40,courage
41,coupable
42,cousu
43,cousin
44,cousine
45,course_à_pied
46,coucou
