,0
0,poule
1,poisson
2,pied
3,peau
4,pédicure
5,poulain
6,piscine
7,pauvre
8,puanteur
9,paleur
10,priorité
11,poursuite
12,pourriture
13,pelage
14,prêtre
15,pastille
16,poids
17,pli
18,prosternation
19,possibilité
20,pellicule
21,photo
22,pharmacie
23,pachyderme
24,plaisanterie
25,poussière
26,pull
27,pantalon
28,pervers
29,psychiatrie
30,patient
31,père
32,pire
33,preuve
